time,user_id,action,device,location,data_rate
2024-01-01 06:23:00,USER_7037,upload,tablet,ASIA,357.73899473280864
2024-01-01 06:24:00,USER_9494,view,tablet,US,1017.4418858029526
2024-01-01 06:25:00,USER_5182,logout,mobile,US,249.8753830564905
2024-01-01 06:26:00,USER_7973,edit,mobile,US,196.64639551485183
2024-01-01 06:27:00,USER_1437,download,mobile,ASIA,307.3536479296715
2024-01-01 06:28:00,USER_1832,view,mobile,US,327.12583730704125
2024-01-01 06:29:00,USER_9988,login,mobile,EU,220.58307609065764
2024-01-01 06:30:00,USER_9751,login,desktop,EU,385.22279088170103
2024-01-01 06:31:00,USER_9953,view,desktop,EU,250.65987171883657
2024-01-01 06:32:00,USER_6794,login,tablet,EU,173.78999449646994
2024-01-01 06:33:00,USER_4574,view,mobile,ASIA,389.6893739935396
2024-01-01 06:34:00,USER_4785,login,desktop,US,181.6191000009096
2024-01-01 06:35:00,USER_6220,download,desktop,US,357.8507264030055
2024-01-01 06:36:00,USER_8750,logout,mobile,US,343.2671712525512
2024-01-01 06:37:00,USER_7818,download,mobile,US,319.1732460731926
2024-01-01 06:38:00,USER_1684,download,mobile,US,268.63350310700616
2024-01-01 06:39:00,USER_5233,logout,mobile,US,330.16783767153464
2024-01-01 06:40:00,USER_1577,login,mobile,EU,362.90909242227303
2024-01-01 06:41:00,USER_9007,login,desktop,EU,240.8513702114716
2024-01-01 06:42:00,USER_1227,download,mobile,US,88.27398004102578
2024-01-01 06:43:00,USER_3328,upload,tablet,ASIA,355.8524707162346
2024-01-01 06:44:00,USER_3731,view,mobile,US,317.5830654552933
2024-01-01 06:45:00,USER_1430,upload,tablet,US,267.72150731513324
2024-01-01 06:46:00,USER_2709,upload,mobile,EU,356.12744189092655
2024-01-01 06:47:00,USER_6782,logout,desktop,US,330.4987773697514
2024-01-01 06:48:00,USER_2234,login,mobile,US,1104.8257997744809
2024-01-01 06:49:00,USER_9493,logout,mobile,EU,1346.092941409164
2024-01-01 06:50:00,USER_6205,edit,tablet,AU,349.14329630524196
2024-01-01 06:51:00,USER_2420,view,mobile,ASIA,306.87483702605067
2024-01-01 06:52:00,USER_1768,logout,desktop,US,365.15897366671953
2024-01-01 06:53:00,USER_7034,download,desktop,ASIA,863.2893536796867
2024-01-01 06:54:00,USER_9635,view,mobile,ASIA,240.006282465114
2024-01-01 06:55:00,USER_4104,upload,mobile,EU,431.6161569366043
2024-01-01 06:56:00,USER_5355,login,desktop,ASIA,199.14629503521056
2024-01-01 06:57:00,USER_4305,login,mobile,EU,270.00962415590016
2024-01-01 06:58:00,USER_2538,upload,desktop,US,316.7848800419991
2024-01-01 06:59:00,USER_2331,edit,tablet,EU,359.1650334886627
2024-01-01 07:00:00,USER_9168,download,mobile,EU,878.5202278818056
2024-01-01 07:01:00,USER_7939,login,mobile,EU,1907.278632498054
2024-01-01 07:02:00,USER_9261,login,desktop,EU,292.9440928405121
2024-01-01 07:03:00,USER_6558,view,mobile,AU,247.62100431896835
2024-01-01 07:04:00,USER_6944,view,mobile,AU,286.81823854701304
2024-01-01 07:05:00,USER_8126,download,mobile,ASIA,280.8014082389385
2024-01-01 07:06:00,USER_1480,download,desktop,ASIA,295.9022911625916
2024-01-01 07:07:00,USER_6263,login,mobile,AU,241.0507126260432
2024-01-01 07:08:00,USER_5094,view,mobile,US,347.04336229502144
2024-01-01 07:09:00,USER_7167,view,desktop,US,322.24981256017253
2024-01-01 07:10:00,USER_3793,logout,mobile,EU,224.16715025555337
2024-01-01 07:11:00,USER_3892,view,mobile,ASIA,358.08150455223506
2024-01-01 07:12:00,USER_2198,logout,tablet,EU,251.31110778092972
2024-01-01 07:13:00,USER_9011,login,desktop,ASIA,229.03106986174265
2024-01-01 07:14:00,USER_3372,logout,desktop,US,305.2397222352989
2024-01-01 07:15:00,USER_2892,login,mobile,US,194.5293930360414
2024-01-01 07:16:00,USER_6790,logout,desktop,ASIA,335.37018299263485
2024-01-01 07:17:00,USER_2883,upload,mobile,US,129.6695801530084
2024-01-01 07:18:00,USER_6467,upload,mobile,US,238.23823860068177
2024-01-01 07:19:00,USER_1797,upload,mobile,US,394.5082392652747
2024-01-01 07:20:00,USER_9209,logout,mobile,US,258.8004474496009
2024-01-01 07:21:00,USER_9235,login,desktop,ASIA,269.3048876876221
2024-01-01 07:22:00,USER_1154,download,mobile,US,376.41990324782626
2024-01-01 07:23:00,USER_5962,logout,desktop,EU,252.4281836956609
2024-01-01 07:24:00,USER_5080,logout,desktop,US,345.8062908833686
2024-01-01 07:25:00,USER_9050,view,desktop,ASIA,370.45128990355926
2024-01-01 07:26:00,USER_6947,view,mobile,US,120.84551087335676
2024-01-01 07:27:00,USER_5320,view,desktop,EU,932.3592849721186
2024-01-01 07:28:00,USER_2892,upload,mobile,ASIA,263.7608484470474
2024-01-01 07:29:00,USER_4424,login,mobile,US,462.8171866517398
2024-01-01 07:30:00,USER_3015,download,tablet,ASIA,75.50407222238509
2024-01-01 07:31:00,USER_7673,logout,mobile,EU,479.1797625345857
2024-01-01 07:32:00,USER_7032,upload,mobile,EU,402.5378431217936
2024-01-01 07:33:00,USER_5833,login,tablet,US,1227.9719925223756
2024-01-01 07:34:00,USER_1565,view,mobile,AU,317.834056349851
2024-01-01 07:35:00,USER_8412,login,desktop,ASIA,272.1105986923739
2024-01-01 07:36:00,USER_3018,edit,mobile,US,294.6652445457923
2024-01-01 07:37:00,USER_3314,view,mobile,US,258.6765506085436
2024-01-01 07:38:00,USER_5412,upload,mobile,ASIA,296.1824157708238
2024-01-01 07:39:00,USER_4883,view,mobile,EU,218.26830651704083
2024-01-01 07:40:00,USER_9216,download,mobile,ASIA,215.05373921665057
2024-01-01 07:41:00,USER_7739,view,desktop,EU,378.0609397592826
2024-01-01 07:42:00,USER_8902,upload,desktop,ASIA,203.26141584123505
2024-01-01 07:43:00,USER_2189,view,tablet,US,353.16828920964787
2024-01-01 07:44:00,USER_8156,upload,mobile,US,186.33706824444553
2024-01-01 07:45:00,USER_8342,edit,desktop,EU,337.77825618153537
2024-01-01 07:46:00,USER_7884,upload,desktop,AU,287.5449392914176
2024-01-01 07:47:00,USER_4157,upload,tablet,US,379.27897216820423
2024-01-01 07:48:00,USER_6520,view,mobile,EU,280.08033246719543
2024-01-01 07:49:00,USER_2741,view,desktop,EU,179.427596689712
2024-01-01 07:50:00,USER_4688,download,tablet,EU,288.7178228467999
2024-01-01 07:51:00,USER_8485,login,mobile,ASIA,309.5796339328755
2024-01-01 07:52:00,USER_6369,upload,tablet,ASIA,292.08134147809267
2024-01-01 07:53:00,USER_6644,edit,mobile,US,334.5064692593862
2024-01-01 07:54:00,USER_5023,view,desktop,AU,266.1367140776566
2024-01-01 07:55:00,USER_1716,view,tablet,ASIA,224.1958102472636
2024-01-01 07:56:00,USER_4967,login,desktop,ASIA,240.02106694114656
2024-01-01 07:57:00,USER_8423,upload,mobile,EU,1069.067366787551
2024-01-01 07:58:00,USER_7450,download,mobile,ASIA,1144.7238021311912
2024-01-01 07:59:00,USER_4215,view,tablet,US,444.3673414801963
2024-01-01 08:00:00,USER_8825,login,mobile,US,375.306324994985
2024-01-01 08:01:00,USER_1390,view,mobile,ASIA,341.20255226091393
2024-01-01 08:02:00,USER_4037,upload,desktop,US,326.76075064371224
2024-01-01 08:03:00,USER_1232,login,mobile,US,317.98633413612816
2024-01-01 08:04:00,USER_4131,logout,mobile,ASIA,318.30003271258374
2024-01-01 08:05:00,USER_8634,logout,mobile,ASIA,309.79716318480797
2024-01-01 08:06:00,USER_1233,upload,mobile,US,302.4071449461947
2024-01-01 08:07:00,USER_2391,login,desktop,ASIA,174.48815432694795
2024-01-01 08:08:00,USER_1889,login,desktop,EU,277.8523636156504
2024-01-01 08:09:00,USER_8902,view,desktop,EU,285.58195169110513
2024-01-01 08:10:00,USER_1745,login,desktop,ASIA,255.0616141637973
2024-01-01 08:11:00,USER_1427,logout,tablet,EU,266.63418382627185
2024-01-01 08:12:00,USER_1731,upload,desktop,US,318.0449410308477
2024-01-01 08:13:00,USER_1799,upload,mobile,US,346.0554046169976
2024-01-01 08:14:00,USER_7507,view,desktop,EU,317.95418771510646
2024-01-01 08:15:00,USER_8025,upload,mobile,EU,344.5466543188174
2024-01-01 08:16:00,USER_8624,view,desktop,ASIA,345.6064818488814
2024-01-01 08:17:00,USER_9326,download,desktop,ASIA,282.0176643883288
2024-01-01 08:18:00,USER_6383,login,mobile,EU,331.51844775012904
2024-01-01 08:19:00,USER_7207,login,tablet,ASIA,71.97584397636062
